id,daireKurul,esasNo,kararNo,kararTarihi
1079497700,9. Daire,2024/1831,2024/3876,04.07.2024
1079497800,9. Daire,2024/1819,2024/3873,04.07.2024
1079500100,9. Daire,2024/1826,2024/3878,04.07.2024
1080394000,9. Daire,2024/2074,2024/3883,04.07.2024
1080405800,8. Daire,2022/1533,2024/4102,04.07.2024
1080417900,8. Daire,2022/3050,2024/4147,04.07.2024
1080724500,8. Daire,2023/5047,2024/4115,04.07.2024
1080724400,8. Daire,2021/1760,2024/4136,04.07.2024
1080724600,8. Daire,2023/4998,2024/4114,04.07.2024
1080437500,8. Daire,2023/3219,2024/4112,04.07.2024
1080437400,8. Daire,2023/4316,2024/4111,04.07.2024
1080723200,8. Daire,2023/4046,2024/4113,04.07.2024
1080732700,8. Daire,2022/2410,2024/4099,04.07.2024
1080735900,8. Daire,2021/3408,2024/4139,04.07.2024
1080732100,8. Daire,2021/2975,2024/4141,04.07.2024
1082593900,10. Daire,2024/2688,2024/2682,04.07.2024
1083753900,9. Daire,2024/2132,2024/3887,04.07.2024
1083725000,9. Daire,2024/1822,2024/3881,04.07.2024
1083724900,9. Daire,2024/2075,2024/3890,04.07.2024
1083724700,9. Daire,2024/1820,2024/3880,04.07.2024
1083724800,9. Daire,2024/2077,2024/3889,04.07.2024
1083607200,9. Daire,2024/1825,2024/3884,04.07.2024
1083607000,9. Daire,2024/1818,2024/3882,04.07.2024
1083607100,9. Daire,2024/2076,2024/3888,04.07.2024
1083765300,9. Daire,2024/2132,2024/3887,04.07.2024
1085753100,4. Daire,2024/751,2024/4480,04.07.2024
1085752600,4. Daire,2024/2156,2024/4470,04.07.2024
1085752700,4. Daire,2024/2151,2024/4458,04.07.2024
1087905800,4. Daire,2023/12573,2024/4432,04.07.2024
1087905700,4. Daire,2023/10658,2024/4426,04.07.2024
1088163700,4. Daire,2023/10245,2024/4420,04.07.2024
1088163500,4. Daire,2023/10251,2024/4424,04.07.2024
1088163600,4. Daire,2023/10248,2024/4422,04.07.2024
1088162800,4. Daire,2023/10660,2024/4427,04.07.2024
1088162900,4. Daire,2023/10622,2024/4425,04.07.2024
1088162600,4. Daire,2023/10663,2024/4430,04.07.2024
1087853600,4. Daire,2023/10661,2024/4428,04.07.2024
1087853500,4. Daire,2023/10662,2024/4429,04.07.2024
1087853300,4. Daire,2023/12540,2024/4431,04.07.2024
1087853400,4. Daire,2023/10154,2024/4419,04.07.2024
1088490900,3. Daire,2024/3543,2024/4558,04.07.2024
1076810200,8. Daire,2023/651,2024/4096,03.07.2024
1076810000,8. Daire,2024/3493,2024/4080,03.07.2024
1076849700,8. Daire,2022/6605,2024/4064,03.07.2024
1076957100,7. Daire,2024/2087,2024/3351,03.07.2024
1078217600,8. Daire,2022/3180,2024/4095,03.07.2024
1078258400,8. Daire,2024/2552,2024/4086,03.07.2024
1079839900,9. Daire,2024/3029,2024/3857,03.07.2024
1079839500,9. Daire,2024/3030,2024/3858,03.07.2024
1079839300,9. Daire,2024/2078,2024/3855,03.07.2024
1079839800,9. Daire,2024/3031,2024/3859,03.07.2024
1079839600,9. Daire,2024/1419,2024/3853,03.07.2024
1079976000,8. Daire,2021/8095,2024/4097,03.07.2024
1079976400,9. Daire,2024/3028,2024/3856,03.07.2024
1079987100,8. Daire,2022/6661,2024/4065,03.07.2024
1081060400,9. Daire,2024/3222,2024/3848,03.07.2024
1081060300,9. Daire,2024/3219,2024/3845,03.07.2024
1081146200,9. Daire,2024/3224,2024/3850,03.07.2024
1081088100,9. Daire,2024/3220,2024/3846,03.07.2024
1081088000,9. Daire,2024/3217,2024/3843,03.07.2024
1081146400,9. Daire,2024/3215,2024/3841,03.07.2024
1081146600,9. Daire,2024/3221,2024/3847,03.07.2024
1080864900,8. Daire,2022/7110,2024/4066,03.07.2024
1081015700,9. Daire,2024/3223,2024/3849,03.07.2024
1081015900,9. Daire,2024/3216,2024/3842,03.07.2024
1081015600,9. Daire,2024/3225,2024/3852,03.07.2024
1081016000,9. Daire,2024/3218,2024/3844,03.07.2024
1081016700,9. Daire,2024/3214,2024/3840,03.07.2024
1081090200,7. Daire,2024/1966,2024/3348,03.07.2024
1080864500,8. Daire,2021/5330,2024/4084,03.07.2024
1081060600,9. Daire,2024/4200,2024/3773,03.07.2024
1081098500,9. Daire,2024/3227,2024/3851,03.07.2024
1079447900,9. Daire,2024/3213,2024/3864,03.07.2024
1080732500,8. Daire,2021/4867,2024/4098,03.07.2024
1086492000,3. Daire,2024/3316,2024/4533,03.07.2024
1082593300,10. Daire,2024/3072,2024/2680,03.07.2024
1082593700,10. Daire,2024/3073,2024/2681,03.07.2024
1082593500,10. Daire,2024/3071,2024/2679,03.07.2024
1087957600,6. Daire,2020/9614,2024/4535,03.07.2024
1087957400,6. Daire,2020/10983,2024/4536,03.07.2024
1088271100,6. Daire,2020/2236,2024/4531,03.07.2024
1087855700,4. Daire,2023/10166,2024/4382,03.07.2024
1088162500,4. Daire,2023/13248,2024/4389,03.07.2024
1088491000,3. Daire,2023/10194,2024/4540,03.07.2024
1090354900,13. Daire,2024/1976,2024/3047,03.07.2024
1090965700,6. Daire,2022/5765,2024/4529,03.07.2024
1091480600,4. Daire,2024/218,2024/4377,03.07.2024
1076809800,8. Daire,2024/3623,2024/4025,02.07.2024
1076850600,8. Daire,2024/3624,2024/4026,02.07.2024
1079976200,8. Daire,2023/6146,2024/4046,02.07.2024
1080395900,8. Daire,2023/6147,2024/4049,02.07.2024
1080722800,8. Daire,2021/6335,2024/4039,02.07.2024
1080723100,8. Daire,2019/5368,2024/4027,02.07.2024
1080736000,8. Daire,2023/3734,2024/4047,02.07.2024
1080735800,8. Daire,2023/6145,2024/4048,02.07.2024
1080735700,8. Daire,2024/2011,2024/4024,02.07.2024
1080735400,8. Daire,2021/7624,2024/4052,02.07.2024
1080736100,8. Daire,2023/6148,2024/4050,02.07.2024
1080736300,8. Daire,2021/2662,2024/4051,02.07.2024
1086181300,4. Daire,2024/1717,2024/4311,02.07.2024
1083613400,4. Daire,2023/4752,2024/4345,02.07.2024
1084625600,4. Daire,2023/12970,2024/4361,02.07.2024
1087905600,4. Daire,2023/6571,2024/4350,02.07.2024
1088163800,4. Daire,2023/4809,2024/4346,02.07.2024
1088163200,4. Daire,2024/449,2024/4349,02.07.2024
1088162700,4. Daire,2023/4889,2024/4357,02.07.2024
1088163000,4. Daire,2023/13385,2024/4348,02.07.2024
1088624500,6. Daire,2021/2132,2024/4465,02.07.2024
1090562600,4. Daire,2023/4748,2024/4347,02.07.2024
1090562500,4. Daire,2023/13522,2024/4359,02.07.2024
1090562400,4. Daire,2023/13521,2024/4358,02.07.2024
1090931700,4. Daire,2023/13456,2024/4360,02.07.2024
1091374600,4. Daire,2023/5744,2024/4323,02.07.2024
1091374400,4. Daire,2023/12713,2024/4315,02.07.2024
1091374500,4. Daire,2023/13061,2024/4325,02.07.2024
1091374700,4. Daire,2024/288,2024/4317,02.07.2024
1091480400,4. Daire,2023/5745,2024/4324,02.07.2024
1086179900,3. Daire,2024/1836,2024/4466,01.07.2024
1086179800,3. Daire,2024/1702,2024/4451,01.07.2024
1084636200,4. Daire,2023/6360,2024/4259,01.07.2024
1085565700,3. Daire,2023/7172,2024/4472,01.07.2024
1087905400,4. Daire,2023/5753,2024/4267,01.07.2024
1087905500,4. Daire,2023/5619,2024/4288,01.07.2024
1087855800,4. Daire,2023/5551,2024/4265,01.07.2024
1087905300,4. Daire,2023/4708,2024/4249,01.07.2024
1088163400,4. Daire,2023/4696,2024/4285,01.07.2024
1088163300,4. Daire,2023/4731,2024/4308,01.07.2024
1088163100,4. Daire,2023/6045,2024/4290,01.07.2024
1090352300,4. Daire,2023/4757,2024/4280,01.07.2024
1090353800,13. Daire,2024/1558,2024/2972,01.07.2024
1090919900,4. Daire,2023/6177,2024/4266,01.07.2024
1090919700,4. Daire,2023/5542,2024/4258,01.07.2024
1091375100,6. Daire,2021/9449,2024/4382,01.07.2024
1091480500,4. Daire,2023/6089,2024/4260,01.07.2024
1076616100,8. Daire,2024/3126,2024/3963,28.06.2024
1077929800,8. Daire,2021/6551,2024/3965,28.06.2024
1079976100,8. Daire,2021/6956,2024/3960,28.06.2024
1080732400,8. Daire,2023/6823,2024/3953,28.06.2024
1080735600,8. Daire,2020/6636,2024/3956,28.06.2024
1080735500,8. Daire,2021/1749,2024/3955,28.06.2024
1080732600,8. Daire,2023/6822,2024/3949,28.06.2024
1080732300,8. Daire,2023/5707,2024/3966,28.06.2024
1080736200,8. Daire,2021/1748,2024/3954,28.06.2024
1076616200,8. Daire,2024/3399,2024/3925,27.06.2024
1076810100,8. Daire,2024/3393,2024/3935,27.06.2024
1078744900,8. Daire,2021/6050,2024/3893,27.06.2024
1080323900,8. Daire,2017/4515,2024/3882,27.06.2024
1080324100,8. Daire,2018/4088,2024/3885,27.06.2024
1080324400,8. Daire,2017/5709,2024/3880,27.06.2024
1080324600,8. Daire,2017/4379,2024/3884,27.06.2024
1080324800,8. Daire,2017/1564,2024/3883,27.06.2024
1080342300,8. Daire,2017/5807,2024/3881,27.06.2024
1080700300,8. Daire,2021/3556,2024/3916,27.06.2024
1080700800,8. Daire,2021/1754,2024/3903,27.06.2024
1080704300,8. Daire,2024/944,2024/3902,27.06.2024
1080720900,8. Daire,2023/6335,2024/3917,27.06.2024
1080723000,8. Daire,2023/1041,2024/3929,27.06.2024
1080722900,8. Daire,2021/5791,2024/3932,27.06.2024
1080732000,8. Daire,2021/2356,2024/3905,27.06.2024
1086475700,2. Daire,2021/9079,2024/3842,27.06.2024
1086180200,3. Daire,2024/637,2024/4390,27.06.2024
1086180100,3. Daire,2024/2577,2024/4389,27.06.2024
1086187400,2. Daire,2024/844,2024/3798,27.06.2024
1086187500,2. Daire,2024/853,2024/3801,27.06.2024
1086187300,2. Daire,2024/845,2024/3793,27.06.2024
1086187600,2. Daire,2021/6145,2024/3841,27.06.2024
1086186700,2. Daire,2024/839,2024/3795,27.06.2024
1086186800,2. Daire,2024/852,2024/3800,27.06.2024
1086186900,2. Daire,2024/851,2024/3799,27.06.2024
1086187200,2. Daire,2024/774,2024/3794,27.06.2024
1086187100,2. Daire,2024/842,2024/3797,27.06.2024
1086187000,2. Daire,2024/841,2024/3796,27.06.2024
1084561800,İdare Dava Daireleri Kurulu,2023/2455,2024/1442,27.06.2024
1084908300,İdare Dava Daireleri Kurulu,2022/3719,2024/1457,27.06.2024
1084907400,İdare Dava Daireleri Kurulu,2022/2659,2024/1449,27.06.2024
1084907500,İdare Dava Daireleri Kurulu,2023/2933,2024/1448,27.06.2024
1084908000,İdare Dava Daireleri Kurulu,2023/3,2024/1455,27.06.2024
1085572700,2. Daire,2024/854,2024/3802,27.06.2024
1085088600,2. Daire,2021/6992,2024/3837,27.06.2024
1085088800,2. Daire,2023/3562,2024/3854,27.06.2024
1085089100,2. Daire,2021/6902,2024/3840,27.06.2024
1088523700,12. Daire,2021/1614,2024/3206,27.06.2024
1089840000,2. Daire,2020/2517,2024/3782,27.06.2024
1091396800,4. Daire,2023/7919,2024/4194,27.06.2024
1079149000,10. Daire,2020/5109,2024/2653,26.06.2024
1080324900,8. Daire,2020/2543,2024/3859,26.06.2024
1080325200,8. Daire,2024/97,2024/3846,26.06.2024
1080324500,8. Daire,2024/2060,2024/3850,26.06.2024
1080700400,8. Daire,2020/4274,2024/3875,26.06.2024
1080704400,8. Daire,2023/1793,2024/3863,26.06.2024
1080704100,8. Daire,2022/4019,2024/3876,26.06.2024
1080721100,8. Daire,2022/6166,2024/3872,26.06.2024
1080706400,8. Daire,2024/183,2024/3848,26.06.2024
1086211000,İdare Dava Daireleri Kurulu,2022/2606,2024/1411,26.06.2024
1086186600,2. Daire,2022/4541,2024/3775,26.06.2024
1087359600,İdare Dava Daireleri Kurulu,2023/489,2024/1423,26.06.2024
1082792100,10. Daire,2024/3357,2024/2668,26.06.2024
1083325100,10. Daire,2023/734,2024/2658,26.06.2024
1083324900,10. Daire,2020/6861,2024/2655,26.06.2024
1083613100,İdare Dava Daireleri Kurulu,2022/3632,2024/1419,26.06.2024
1084609200,İdare Dava Daireleri Kurulu,2023/23,2024/1422,26.06.2024
1084908100,İdare Dava Daireleri Kurulu,2023/2264,2024/1417,26.06.2024
1085751900,İdare Dava Daireleri Kurulu,2024/1082,2024/1433,26.06.2024
1088271000,6. Daire,2021/4865,2024/4245,26.06.2024
1088271500,6. Daire,2024/2812,2024/4166,26.06.2024
1088160600,2. Daire,2023/3821,2024/3728,26.06.2024
1088524000,12. Daire,2021/6434,2024/3183,26.06.2024
1088524200,12. Daire,2021/409,2024/3154,26.06.2024
1088415800,İdare Dava Daireleri Kurulu,2024/1075,2024/1431,26.06.2024
1088415900,İdare Dava Daireleri Kurulu,2024/1063,2024/1430,26.06.2024
1090352200,4. Daire,2023/13370,2024/4186,26.06.2024
1090354800,13. Daire,2024/1927,2024/2878,26.06.2024
1090354500,13. Daire,2024/1875,2024/2880,26.06.2024
1090354600,13. Daire,2024/1876,2024/2881,26.06.2024
1090354400,13. Daire,2024/1874,2024/2879,26.06.2024
1090510500,4. Daire,2023/10168,2024/4174,26.06.2024
1090354200,13. Daire,2024/1865,2024/2890,26.06.2024
1090942500,2. Daire,2021/982,2024/3736,26.06.2024
1090942400,2. Daire,2021/1400,2024/3734,26.06.2024
1091272500,2. Daire,2021/6760,2024/3751,26.06.2024
1091272800,2. Daire,2023/6198,2024/3767,26.06.2024
1091272700,2. Daire,2023/5334,2024/3752,26.06.2024
1091374900,6. Daire,2020/4756,2024/4241,26.06.2024
1091374800,6. Daire,2020/10652,2024/4247,26.06.2024
1077535400,8. Daire,2024/920,2024/3841,25.06.2024
1077536700,8. Daire,2020/3838,2024/3834,25.06.2024
1077566700,8. Daire,2024/919,2024/3840,25.06.2024
1077566500,8. Daire,2024/918,2024/3839,25.06.2024
1077566900,8. Daire,2024/917,2024/3838,25.06.2024
1077567000,8. Daire,2024/916,2024/3837,25.06.2024
1079075400,10. Daire,2021/3337,2024/2642,25.06.2024
1079148800,10. Daire,2019/10294,2024/2635,25.06.2024
1079149100,10. Daire,2022/2619,2024/2643,25.06.2024
1081292800,10. Daire,2023/3344,2024/2637,25.06.2024
1081292700,10. Daire,2023/3065,2024/2636,25.06.2024
1081966900,10. Daire,2020/1726,2024/2641,25.06.2024
1081971000,10. Daire,2024/2765,2024/2644,25.06.2024
1081971100,10. Daire,2023/4765,2024/2646,25.06.2024
1080325000,8. Daire,2021/7713,2024/3842,25.06.2024
1080325100,8. Daire,2021/1968,2024/3813,25.06.2024
1080325300,8. Daire,2021/8004,2024/3814,25.06.2024
1080700200,8. Daire,2021/2002,2024/3810,25.06.2024
1080700600,8. Daire,2020/6701,2024/3816,25.06.2024
1080701000,8. Daire,2021/2969,2024/3844,25.06.2024
1080704200,8. Daire,2021/5689,2024/3812,25.06.2024
1080721500,8. Daire,2020/2503,2024/3845,25.06.2024
1080703800,8. Daire,2021/8006,2024/3811,25.06.2024
1086519900,İdare Dava Daireleri Kurulu,2023/1576,2024/1398,25.06.2024
1086178200,İdare Dava Daireleri Kurulu,2023/6,2024/1402,25.06.2024
1086178300,İdare Dava Daireleri Kurulu,2022/1199,2024/1405,25.06.2024
1086180000,3. Daire,2022/1311,2024/4259,25.06.2024
1086181200,4. Daire,2024/533,2024/4162,25.06.2024
1087359500,İdare Dava Daireleri Kurulu,2023/25,2024/1407,25.06.2024
1087359400,İdare Dava Daireleri Kurulu,2023/144,2024/1406,25.06.2024
1082590400,10. Daire,2023/3477,2024/2647,25.06.2024
1082590000,10. Daire,2023/3144,2024/2648,25.06.2024
1082589700,10. Daire,2023/3138,2024/2645,25.06.2024
1083325000,10. Daire,2023/3597,2024/2638,25.06.2024
1088271200,6. Daire,2020/9351,2024/3877,25.06.2024
1087696200,İdare Dava Daireleri Kurulu,2023/1170,2024/1396,25.06.2024
1088374800,4. Daire,2023/6384,2024/4135,25.06.2024
1088415700,İdare Dava Daireleri Kurulu,2024/323,2024/1409,25.06.2024
1088497700,12. Daire,2021/4184,2024/3138,25.06.2024
1089194800,4. Daire,2023/6401,2024/4142,25.06.2024
1090352500,4. Daire,2023/6322,2024/4147,25.06.2024
1090352800,6. Daire,2022/7586,2024/3833,25.06.2024
1090352700,6. Daire,2022/7441,2024/3830,25.06.2024
1090352600,6. Daire,2022/7424,2024/3829,25.06.2024
1090354700,13. Daire,2024/1922,2024/2852,25.06.2024
1090510600,4. Daire,2023/5244,2024/4103,25.06.2024
1090510800,4. Daire,2023/6206,2024/4158,25.06.2024
1090510900,4. Daire,2023/6377,2024/4154,25.06.2024
1090139700,4. Daire,2023/5336,2024/4102,25.06.2024
1090354000,13. Daire,2024/1792,2024/2849,25.06.2024
1090354300,13. Daire,2024/1867,2024/2851,25.06.2024
1090354100,13. Daire,2024/1793,2024/2850,25.06.2024
1091058800,4. Daire,2023/6400,2024/4143,25.06.2024
1091058600,4. Daire,2023/6382,2024/4139,25.06.2024
1091058700,4. Daire,2023/6383,2024/4137,25.06.2024
1091058400,4. Daire,2023/6378,2024/4134,25.06.2024
1091058500,4. Daire,2023/6380,2024/4152,25.06.2024
1091058300,4. Daire,2023/6376,2024/4128,25.06.2024
1091074900,4. Daire,2023/6402,2024/4140,25.06.2024
1090926800,4. Daire,2023/6371,2024/4126,25.06.2024
1090926600,4. Daire,2023/6368,2024/4129,25.06.2024
1090926400,4. Daire,2023/6323,2024/4149,25.06.2024
1090926700,4. Daire,2023/6369,2024/4133,25.06.2024
1090926900,4. Daire,2023/6373,2024/4156,25.06.2024
1090926500,4. Daire,2023/6341,2024/4145,25.06.2024
1090965500,4. Daire,2023/8275,2024/4094,25.06.2024
1090965600,4. Daire,2023/6372,2024/4153,25.06.2024
1090965900,6. Daire,2022/7587,2024/3834,25.06.2024
1090965800,6. Daire,2022/7442,2024/3831,25.06.2024
1091075200,4. Daire,2023/9230,2024/4127,25.06.2024
1086695700,4. Daire,2023/5930,2024/4055,24.06.2024
1086695300,4. Daire,2023/5426,2024/4029,24.06.2024
1086695200,4. Daire,2023/5213,2024/4067,24.06.2024
1086695500,4. Daire,2023/5312,2024/4068,24.06.2024
1086695100,4. Daire,2023/5258,2024/4071,24.06.2024
1086695400,4. Daire,2023/5438,2024/4073,24.06.2024
1086694900,4. Daire,2023/5315,2024/4070,24.06.2024
1086695000,4. Daire,2023/5368,2024/4031,24.06.2024
1086196000,4. Daire,2023/5176,2024/4066,24.06.2024
1086806400,4. Daire,2023/6103,2024/4069,24.06.2024
1085768400,4. Daire,2023/5033,2024/4063,24.06.2024
1085768300,4. Daire,2023/5032,2024/4062,24.06.2024
1085757800,4. Daire,2023/4844,2024/4059,24.06.2024
1085768200,4. Daire,2023/4893,2024/4049,24.06.2024
1085757600,4. Daire,2023/4633,2024/4074,24.06.2024
1085757500,4. Daire,2023/4733,2024/4026,24.06.2024
1085757700,4. Daire,2023/4735,2024/4021,24.06.2024
1085804700,4. Daire,2023/5180,2024/4064,24.06.2024
1085804800,4. Daire,2023/5192,2024/4065,24.06.2024
1087784200,3. Daire,2022/1119,2024/4148,24.06.2024
1087850400,3. Daire,2022/2,2024/4149,24.06.2024
1087905200,4. Daire,2023/6951,2024/4050,24.06.2024
1087782000,3. Daire,2022/92,2024/4147,24.06.2024
1088497500,12. Daire,2024/3254,2024/3103,24.06.2024
1088497600,12. Daire,2023/4537,2024/3122,24.06.2024
1090352400,4. Daire,2023/5470,2024/4072,24.06.2024
1090510700,4. Daire,2023/5508,2024/4075,24.06.2024
1090139500,4. Daire,2023/5060,2024/4061,24.06.2024
1090519400,4. Daire,2023/5710,2024/4077,24.06.2024
1091075000,4. Daire,2023/6464,2024/4078,24.06.2024
1090919800,4. Daire,2023/5546,2024/4076,24.06.2024
1075829300,8. Daire,2022/3750,2024/3776,14.06.2024
1075829200,8. Daire,2023/6418,2024/3772,14.06.2024
1075846700,8. Daire,2023/4986,2024/3771,14.06.2024
1075846600,8. Daire,2024/3321,2024/3783,14.06.2024
1077735900,8. Daire,2020/6654,2024/3779,14.06.2024
1080324300,8. Daire,2024/2829,2024/3788,14.06.2024
1080324200,8. Daire,2023/1352,2024/3784,14.06.2024
1080324700,8. Daire,2024/3092,2024/3796,14.06.2024
1080701100,8. Daire,2023/5709,2024/3764,14.06.2024
1080700700,8. Daire,2023/6222,2024/3781,14.06.2024
1080700500,8. Daire,2021/8047,2024/3775,14.06.2024
1080721000,8. Daire,2023/2921,2024/3803,14.06.2024
1080703900,8. Daire,2023/6988,2024/3791,14.06.2024
1078095400,8. Daire,2021/7309,2024/3740,13.06.2024
1079075600,10. Daire,2024/3102,2024/2605,13.06.2024
1079149200,10. Daire,2020/3022,2024/2598,13.06.2024
1081970800,10. Daire,2023/6557,2024/2623,13.06.2024
1081548900,10. Daire,2023/6009,2024/2617,13.06.2024
1080324000,8. Daire,2020/7566,2024/3739,13.06.2024
1080700900,8. Daire,2020/3575,2024/3748,13.06.2024
1080703700,8. Daire,2021/7304,2024/3747,13.06.2024
1086494100,3. Daire,2024/1759,2024/4099,13.06.2024
1086494200,3. Daire,2023/7431,2024/4095,13.06.2024
1086834300,12. Daire,2019/1155,2024/3071,13.06.2024
1087376400,3. Daire,2023/3679,2024/4126,13.06.2024
1083324600,13. Daire,2024/1609,2024/2804,13.06.2024
1083324500,13. Daire,2024/1595,2024/2800,13.06.2024
1084562000,İdare Dava Daireleri Kurulu,2022/3721,2024/1393,13.06.2024
1084561900,İdare Dava Daireleri Kurulu,2023/402,2024/1381,13.06.2024
1085083500,3. Daire,2023/3562,2024/4127,13.06.2024
1087850200,3. Daire,2023/6556,2024/4105,13.06.2024
1087850300,3. Daire,2023/3810,2024/4128,13.06.2024
1087781800,3. Daire,2023/10634,2024/4136,13.06.2024
1087696300,İdare Dava Daireleri Kurulu,2024/445,2024/1385,13.06.2024
1087781900,3. Daire,2022/3928,2024/4121,13.06.2024
1089545400,12. Daire,2020/2766,2024/3089,13.06.2024
1089912400,12. Daire,2021/196,2024/3043,13.06.2024
1090562100,3. Daire,2021/2525,2024/4119,13.06.2024
1090519700,12. Daire,2021/3054,2024/3065,13.06.2024
1090353200,2. Daire,2024/890,2024/3649,13.06.2024
1090353100,2. Daire,2024/1216,2024/3655,13.06.2024
1091059100,12. Daire,2021/5961,2024/3046,13.06.2024
1090966600,13. Daire,2024/1053,2024/2784,13.06.2024
1090966800,13. Daire,2024/1133,2024/2791,13.06.2024
1091275300,13. Daire,2024/935,2024/2788,13.06.2024
1091203900,13. Daire,2024/932,2024/2787,13.06.2024
1091203500,13. Daire,2024/1433,2024/2785,13.06.2024
1091203400,13. Daire,2024/1265,2024/2786,13.06.2024
1077369900,8. Daire,2020/1800,2024/3677,12.06.2024
1077561900,8. Daire,2020/2404,2024/3676,12.06.2024
1075620100,8. Daire,2020/1809,2024/3679,12.06.2024
1075634100,8. Daire,2022/4229,2024/3732,12.06.2024
1075620900,8. Daire,2020/5016,2024/3678,12.06.2024
1075827800,8. Daire,2020/7403,2024/3718,12.06.2024
1075828000,8. Daire,2020/7830,2024/3675,12.06.2024
1076618400,8. Daire,2022/6803,2024/3683,12.06.2024
1076929700,8. Daire,2023/928,2024/3712,12.06.2024
1076929800,8. Daire,2022/6800,2024/3680,12.06.2024
1076876800,8. Daire,2022/6801,2024/3681,12.06.2024
1076859800,8. Daire,2022/6806,2024/3686,12.06.2024
1076929900,8. Daire,2022/7221,2024/3704,12.06.2024
1076930000,8. Daire,2022/7204,2024/3703,12.06.2024
1078217700,8. Daire,2020/5722,2024/3719,12.06.2024
1078259500,8. Daire,2020/2669,2024/3716,12.06.2024
1078095200,8. Daire,2021/2332,2024/3674,12.06.2024
1078095500,8. Daire,2023/157,2024/3731,12.06.2024
1078220700,8. Daire,2020/5721,2024/3717,12.06.2024
1079150900,10. Daire,2024/3161,2024/2528,12.06.2024
1079075300,10. Daire,2021/1683,2024/2558,12.06.2024
1079075500,10. Daire,2021/390,2024/2588,12.06.2024
1079148900,10. Daire,2020/5723,2024/2580,12.06.2024
1079850100,8. Daire,2022/6807,2024/3687,12.06.2024
1079986500,8. Daire,2022/7098,2024/3693,12.06.2024
1079986300,8. Daire,2022/7094,2024/3690,12.06.2024
1079986000,8. Daire,2022/7096,2024/3691,12.06.2024
1079982300,8. Daire,2022/6808,2024/3688,12.06.2024
1079995800,8. Daire,2022/7607,2024/3707,12.06.2024
1080000700,8. Daire,2022/6804,2024/3684,12.06.2024
1080000500,8. Daire,2022/7345,2024/3706,12.06.2024
1080021600,8. Daire,2022/7102,2024/3697,12.06.2024
1080021500,8. Daire,2022/7101,2024/3696,12.06.2024
1080021800,8. Daire,2022/7106,2024/3701,12.06.2024
1080021700,8. Daire,2022/7105,2024/3700,12.06.2024
1080021400,8. Daire,2022/7100,2024/3695,12.06.2024
1080025500,8. Daire,2022/6811,2024/3689,12.06.2024
